"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"184","Defective APRT disrupts adenine salvage(reactome)","0.00115740740740741","0.016968931741659","0.987226473444606","1.43018295774113","1","2","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0304220"")"
"185","Defective CYP11B1 causes AH4(reactome)","0.285714285714286","0.604120551677167","-0.816335948315644","-1.20094325820352","363","2","c(""hmdb:HMDB0257139"", ""hmdb:HMDB0000015"")"
"186","Defective CYP19A1 causes AEXS(reactome)","0.0335648148148148","0.143900064892927","0.957544993077988","1.38718375895268","57","2","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"")"
"187","Defective CYP26B1 causes RHFCA(reactome)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"188","Defective CYP26C1 causes FFDD4(reactome)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"189","Defective CYP27B1 causes VDDR1B(reactome)","0.068936170212766","0.257458454647256","-0.916435826408126","-1.42309608598312","80","3","c(""hmdb:HMDB0242506"", ""hmdb:HMDB0006719"", ""hmdb:HMDB0000876"")"
"190","Defective CYP2U1 causes SPG56(reactome)","0.240188383045526","0.559762018936351","-0.840793724042455","-1.23692403417004","305","2","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"")"
"191","Defective GALT can cause GALCT(reactome)","0.0346507850568489","0.147765607429928","0.874768946395564","1.43995483121253","63","5","c(""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0249121"")"
"192","Defective GCLC causes HAGGSD(reactome)","0.115716753022453","0.352736229819563","-0.802588996763754","-1.43111086882688","133","6","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"", ""hmdb:HMDB0251515"", ""hmdb:HMDB0003417"", ""hmdb:HMDB0000574"")"
"193","Defective GFPT1 causes CMSTA1(reactome)","0.282079047103411","0.602175968184658","0.715989492905271","1.17858839600388","520","5","c(""hmdb:HMDB0003971"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0257695"")"
"194","Defective GGT1 causes GLUTH(reactome)","0.00115740740740741","0.016968931741659","0.987078910936779","1.42996918573484","1","2","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"195","Defective HPRT1 disrupts guanine and hypoxanthine salvage(reactome)","0.0125889436234264","0.0702288867545862","0.952093307739218","1.45796478676047","22","3","c(""hmdb:HMDB0000132"", ""hmdb:HMDB0000157"")"
"196","Defective MPI causes MPI-CDG(reactome)","0.0941434044882321","0.305320657334778","0.873499538319483","1.33761214134083","171","3","c(""hmdb:HMDB0003971"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0257695"")"
"197","Defective OPLAH causes OPLAHD(reactome)","0.0673202614379085","0.253558691700318","-0.965405904059041","-1.28576651676355","102","1","hmdb:HMDB0000267"
"198","Defective PGM1 causes PGM1-CDG(reactome)","0.0882512181916622","0.294395413743683","0.830637485995614","1.3673101518681","162","5","c(""hmdb:HMDB0001078"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0304312"")"
"199","Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine(reactome)","0.0335820895522388","0.143900064892927","0.839488152082606","1.45673365542032","62","7","c(""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"", ""hmdb:HMDB0000133"", ""hmdb:HMDB0246240"")"
"200","Defective SLC17A5 causes Salla disease (SD) and ISSD(reactome)","0.188286808976464","0.503802110292982","0.814404432132964","1.24711829668353","343","3","c(""hmdb:HMDB0000230"", ""hmdb:HMDB0000773"", ""hmdb:HMDB0246275"")"
"201","Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)(reactome)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"202","Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)(reactome)","0.12987012987013","0.387209429226236","-0.812384473197782","-1.40082271681027","149","5","c(""hmdb:HMDB0006483"", ""hmdb:HMDB0000191"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"203","Defective SLC1A3 causes episodic ataxia 6 (EA6)(reactome)","0.12987012987013","0.387209429226236","-0.812384473197782","-1.40082271681027","149","5","c(""hmdb:HMDB0006483"", ""hmdb:HMDB0000191"", ""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"204","Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)(reactome)","0.261631089217296","0.574422713207281","0.76915974145891","1.17783394686778","477","3","c(""hmdb:HMDB0014611"", ""hmdb:HMDB0015044"", ""hmdb:HMDB0242153"")"
"205","Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)(reactome)","0.244791666666667","0.559762018936351","0.825103830179972","1.19531786072646","422","2","c(""hmdb:HMDB0000062"", ""hmdb:HMDB0062634"")"
"206","Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)(reactome)","0.000531914893617021","0.016968931741659","0.894400815998986","1.74640804809798","0","14","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"", ""hmdb:HMDB0000089"", ""hmdb:HMDB0015122"", ""hmdb:HMDB0248553"")"
"207","Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)(reactome)","0.00115740740740741","0.016968931741659","0.988001845869866","1.43130623032178","1","2","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"")"
"208","Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)(reactome)","0.00273672687465791","0.0277425912893893","0.974145891043398","1.49173447052281","4","3","c(""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"")"
"209","Defective SLC3A1 causes cystinuria (CSNU)(reactome)","0.000526315789473684","0.016968931741659","0.954051072042844","1.69742197960156","0","8","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"", ""hmdb:HMDB0062762"")"
"210","Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)(reactome)","0.0896130346232179","0.294395413743683","0.95479704797048","1.27231055160431","131","1","hmdb:HMDB0000097"
"211","Defective SLC7A7 causes lysinuric protein intolerance (LPI)(reactome)","0.00108459869848156","0.016968931741659","0.946769816061064","1.60345754345152","1","6","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"")"
"212","Defective SLC7A9 causes cystinuria (CSNU)(reactome)","0.000526315789473684","0.016968931741659","0.954051072042844","1.69742197960156","0","8","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"", ""hmdb:HMDB0062762"")"
"213","Defective TPMT causes TPMT deficiency(reactome)","0.0672097759674134","0.253558691700318","0.961715867158672","1.28153019328261","98","1","hmdb:HMDB0015167"
"214","Degradation of cysteine and homocysteine(reactome)","0.0258711721224921","0.11920898531247","0.748470512978554","1.51894506918422","48","17","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0002034"", ""hmdb:HMDB0000251"", ""hmdb:HMDB0000742"", ""hmdb:HMDB0304277"")"
"215","Depurination(reactome)","0.0656182212581345","0.248265457284397","0.822780177914774","1.39346762063941","120","6","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0002032"")"
"216","Depyrimidination(reactome)","0.231372549019608","0.559762018936351","-0.887453874538745","-1.18194686013047","353","1","hmdb:HMDB0004816"
"217","Detoxification of Reactive Oxygen Species(reactome)","0.00273672687465791","0.0277425912893893","0.974860478955502","1.4928287372343","4","3","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
"218","Detoxification of reactive oxygen species(wiki)","0.00595560368164591","0.0438391739885471","0.922386738930289","1.51833835259218","10","5","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0011691"", ""hmdb:HMDB0250240"")"
"219","Deubiquitination(reactome)","0.0121527777777778","0.0680660675589335","0.977388094139363","1.41593021757194","20","2","c(""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"")"
"220","Deubiquitination(wiki)","0.0121527777777778","0.0680660675589335","0.977388094139363","1.41593021757194","20","2","c(""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"")"
"221","Developmental Biology(reactome)","0.00207900207900208","0.0242022401397018","0.808458820170653","1.69394489093903","3","20","c(""hmdb:HMDB0004667"", ""hmdb:HMDB0004670"", ""hmdb:HMDB0062652"", ""hmdb:HMDB0242324"", ""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"", ""hmdb:HMDB0001388"", ""hmdb:HMDB0030964"")"
"222","Diclofenac metabolic pathway(wiki)","0.207678883071553","0.539417772428895","-0.797690531177829","-1.31152228341709","237","4","c(""hmdb:HMDB0014724"", ""hmdb:HMDB0060542"", ""hmdb:HMDB0013976"", ""hmdb:HMDB0013974"")"
"223","Digestion(reactome)","0.0265402843601896","0.121034612994798","-0.609545972558923","-1.50453746176961","27","29","c(""hmdb:HMDB0246080"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"")"
"224","Digestion(wiki)","0.0265402843601896","0.121034612994798","-0.609545972558923","-1.50453746176961","27","29","c(""hmdb:HMDB0246080"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"")"
"225","Digestion and absorption(reactome)","0.0265402843601896","0.121034612994798","-0.609545972558923","-1.50453746176961","27","29","c(""hmdb:HMDB0246080"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"")"
"226","Digestion of dietary carbohydrate(reactome)","0.232368896925859","0.559762018936351","-0.568245125348189","-1.21190438310842","256","15","c(""hmdb:HMDB0245095"", ""hmdb:HMDB0030091"", ""hmdb:HMDB0001514"", ""hmdb:HMDB0304632"", ""hmdb:HMDB0250761"", ""hmdb:HMDB0242534"", ""hmdb:HMDB0062473"", ""hmdb:HMDB0033704"", ""hmdb:HMDB0012326"", ""hmdb:HMDB0003449"", ""hmdb:HMDB0003345"", ""hmdb:HMDB0001151"", ""hmdb:HMDB0000169"", ""hmdb:HMDB0000143"", ""hmdb:HMDB0000122"")"
"227","Digestion of dietary lipid(reactome)","0.0214094558429973","0.104341688641421","-0.774323957630121","-1.57442306604604","23","12","c(""hmdb:HMDB0246080"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"")"
"228","Diseases associated with glycosylation precursor biosynthesis(reactome)","0.00369588173178458","0.0321396774126757","0.800663525902025","1.62486550058569","6","17","c(""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001078"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0304312"")"
"229","Diseases associated with visual transduction(reactome)","0.284951974386339","0.603227688020723","0.644364257891198","1.18637419075732","533","10","c(""hmdb:HMDB0000305"", ""hmdb:HMDB0006216"", ""hmdb:HMDB0006217"", ""hmdb:HMDB0006221"", ""hmdb:HMDB0247586"")"
"230","Diseases of carbohydrate metabolism(reactome)","0.00265957446808511","0.0277425912893893","0.849380210293173","1.64293651001991","4","13","c(""hmdb:HMDB0001078"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006328"", ""hmdb:HMDB0006797"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0060467"", ""hmdb:HMDB0243608"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0304312"")"
"231","Diseases of glycosylation(reactome)","0.00369588173178458","0.0321396774126757","0.800663525902025","1.62486550058569","6","17","c(""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001078"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0304312"")"
"232","Diseases of metabolism(reactome)","0.00048661800486618","0.016968931741659","0.723204185097635","1.85982239071512","0","69","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0000132"", ""hmdb:HMDB0015167"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"", ""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"", ""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"", ""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001078"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006328"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006797"", 
""hmdb:HMDB0006873"", ""hmdb:HMDB0060467"", ""hmdb:HMDB0243608"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0304312"", ""hmdb:HMDB0000159"", ""hmdb:HMDB0250791"")"
"233","Diseases of nucleotide metabolism(reactome)","0.000536193029490617","0.016968931741659","0.909754220144888","1.69440588186112","0","11","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000132"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"")"
"234","Diseases of the neuronal system(reactome)","0.284951974386339","0.603227688020723","0.644364257891198","1.18637419075732","533","10","c(""hmdb:HMDB0000305"", ""hmdb:HMDB0006216"", ""hmdb:HMDB0006217"", ""hmdb:HMDB0006221"", ""hmdb:HMDB0247586"")"
"235","Disorders of bile acid synthesis and biliary transport(wiki)","0.00354609929078014","0.0321396774126757","-0.879110699397869","-1.72287269857656","3","10","c(""hmdb:HMDB0246080"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000949"", ""hmdb:HMDB0000526"", ""hmdb:HMDB0000314"")"
"236","Disorders of fructose metabolism(wiki)","0.0010515247108307","0.016968931741659","0.85031434383775","1.74439537370258","1","18","c(""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001076"", ""hmdb:HMDB0001078"", ""hmdb:HMDB0001401"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0003498"", ""hmdb:HMDB0003971"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0006873"", ""hmdb:HMDB0242558"", ""hmdb:HMDB0246205"", ""hmdb:HMDB0249121"", ""hmdb:HMDB0257695"", ""hmdb:HMDB0304312"")"
"237","Disorders of galactose metabolism(wiki)","0.0101279317697228","0.0589080359327484","0.875578168362627","1.51935936515708","18","7","c(""hmdb:HMDB0000645"", ""hmdb:HMDB0000994"", ""hmdb:HMDB0001401"", ""hmdb:HMDB0001586"", ""hmdb:HMDB0006330"", ""hmdb:HMDB0242558"", ""hmdb:HMDB0249121"")"
"238","Disorders of transmembrane transporters(reactome)","0.000473484848484848","0.016968931741659","0.722054765192774","1.91073184647936","0","84","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0000182"", ""hmdb:HMDB0003405"", ""hmdb:HMDB0000162"", ""hmdb:HMDB0003411"", ""hmdb:HMDB0251528"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000097"", ""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"", ""hmdb:HMDB0000089"", ""hmdb:HMDB0015122"", ""hmdb:HMDB0248553"", ""hmdb:HMDB0000883"", ""hmdb:HMDB0250806"")"
"239","DNA Repair(reactome)","0.147679324894515","0.42392090997228","0.654652965446683","1.29440937124499","279","15","c(""hmdb:HMDB0000034"", ""hmdb:HMDB0000157"", ""hmdb:HMDB0002032"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"240","DNA Replication(reactome)","0.0779642663779101","0.271900394619637","0.83752831375742","1.37865312508125","143","5","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"241","DNA strand elongation(reactome)","0.0889008620689655","0.294395413743683","0.846551574594693","1.35309110570083","164","4","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"242","Dopamine metabolism(wiki)","0.00105988341282459","0.016968931741659","0.879721477356342","1.7627346421693","1","16","c(""hmdb:HMDB0002281"", ""hmdb:HMDB0304198"", ""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0004369"")"
"243","Dopaminergic neurogenesis(wiki)","0.00703844071467244","0.046764770890745","0.918207024029575","1.51145813503396","12","5","c(""hmdb:HMDB0001852"", ""hmdb:HMDB0002369"", ""hmdb:HMDB0006219"", ""hmdb:HMDB0012874"", ""hmdb:HMDB0244343"")"
"244","Drug ADME(reactome)","0.00359342915811088","0.0321396774126757","0.73272684186136","1.65560954844226","6","30","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0006543"", ""hmdb:HMDB0059911"", ""hmdb:HMDB0015167"", ""hmdb:HMDB0000195"", ""hmdb:HMDB0003040"", ""hmdb:HMDB0247301"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0257208"", ""hmdb:HMDB0242140"")"
"245","Drug induction of bile acid pathway(wiki)","0.000902527075812274","0.016968931741659","-0.920811459597051","-2.01053096049973","0","17","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"246","Effects of nitric oxide(wiki)","0.00759219088937093","0.04827436070876","0.904299583911234","1.5315295912106","13","6","c(""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"247","Effects of PIP2 hydrolysis(reactome)","0.137305699481865","0.401285520396753","-0.781784558483588","-1.39401410091374","158","6","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"", ""hmdb:HMDB0245032"", ""hmdb:HMDB0243830"", ""hmdb:HMDB0011578"", ""hmdb:HMDB0004666"")"
"248","Effects of PIP2 hydrolysis(wiki)","0.137305699481865","0.401285520396753","-0.781784558483588","-1.39401410091374","158","6","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"", ""hmdb:HMDB0245032"", ""hmdb:HMDB0243830"", ""hmdb:HMDB0011578"", ""hmdb:HMDB0004666"")"
"249","Eicosanoid metabolism via cyclooxygenases (COX)(wiki)","0.00105485232067511","0.016968931741659","0.852828530783413","1.68625103768976","1","15","c(""hmdb:HMDB0002710"", ""hmdb:HMDB0002752"", ""hmdb:HMDB0004236"", ""hmdb:HMDB0004238"", ""hmdb:HMDB0242292"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0247550"", ""hmdb:HMDB0302203"", ""hmdb:HMDB0302205"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"250","Eicosanoid metabolism via cytochrome P450 monooxygenases pathway(wiki)","0.240188383045526","0.559762018936351","-0.840793724042455","-1.23692403417004","305","2","c(""hmdb:HMDB0246871"", ""hmdb:HMDB0001043"")"
"251","Eicosanoid synthesis(wiki)","0.0168421052631579","0.0878761609907121","0.845513152310457","1.50431423519172","31","8","c(""hmdb:HMDB0002710"", ""hmdb:HMDB0060046"", ""hmdb:HMDB0062298"", ""hmdb:HMDB0247117"", ""hmdb:HMDB0005079"", ""hmdb:HMDB0247553"")"
"252","Endogenous sterols(reactome)","0.00092678405931418","0.016968931741659","-0.774368432714612","-1.78673586793659","0","22","c(""hmdb:HMDB0246256"", ""hmdb:HMDB0246080"", ""hmdb:HMDB0002585"", ""hmdb:HMDB0000946"", ""hmdb:HMDB0000686"", ""hmdb:HMDB0000626"", ""hmdb:HMDB0000518"", ""hmdb:HMDB0000514"", ""hmdb:HMDB0000478"", ""hmdb:HMDB0000438"", ""hmdb:HMDB0000411"", ""hmdb:HMDB0000384"", ""hmdb:HMDB0000361"", ""hmdb:HMDB0000348"")"
"253","Endothelin pathways(wiki)","0.0064034151547492","0.0463659529980616","0.862406138525089","1.58782299323251","11","10","c(""hmdb:HMDB0001314"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"254","Energy dependent regulation of mTOR by LKB1-AMPK(reactome)","0.255062944718117","0.562089023515453","0.771372622167299","1.18122258758598","465","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0001429"")"
"255","Energy dependent regulation of mTOR by LKB1-AMPK(wiki)","0.255062944718117","0.562089023515453","0.771372622167299","1.18122258758598","465","3","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"", ""hmdb:HMDB0001429"")"
"256","eNOS activation(reactome)","0.00750670241286863","0.0482496017406846","0.845868507998477","1.57541954024182","13","11","c(""hmdb:HMDB0003334"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"257","ERK pathway in Huntington's disease(wiki)","0.241702127659574","0.559762018936351","-0.811634349030471","-1.260354115445","283","3","c(""hmdb:HMDB0060475"", ""hmdb:HMDB0003339"", ""hmdb:HMDB0000148"")"
"258","ESR-mediated signaling(reactome)","0.00425305688463583","0.035060674334954","0.845171358260332","1.60258187444895","7","12","c(""hmdb:HMDB0003334"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"259","Estrogen biosynthesis(reactome)","0.00324851109907959","0.030491315818874","0.939172487603833","1.54596932874604","5","5","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"")"
"260","Estrogen metabolism(wiki)","0.0951877313590693","0.308144225239031","0.753676427548363","1.36427263078686","179","9","c(""hmdb:HMDB0000053"", ""hmdb:HMDB0247882"", ""hmdb:HMDB0000405"", ""hmdb:HMDB0012782"", ""hmdb:HMDB0245198"", ""hmdb:HMDB0246490"")"
"261","Ethanol metabolism production of ROS by CYP2E1(wiki)","0.20744389709907","0.539417772428895","0.801240157482135","1.2269595068589","378","3","c(""hmdb:HMDB0036491"", ""hmdb:HMDB0060998"", ""hmdb:HMDB0060946"")"
"262","Ethanol oxidation(reactome)","0.114780725500812","0.352736229819563","0.807587901157519","1.32936829169826","211","5","c(""hmdb:HMDB0001550"", ""hmdb:HMDB0062625"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"263","Ethylmalonic encephalopathy(wiki)","0.00692963752665245","0.046764770890745","0.884430722819271","1.53472088512784","12","7","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"", ""hmdb:HMDB0304277"")"
"264","Extension of Telomeres(reactome)","0.0779642663779101","0.271900394619637","0.83752831375742","1.37865312508125","143","5","c(""hmdb:HMDB0000095"", ""hmdb:HMDB0243501"", ""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"265","Extra-nuclear estrogen signaling(reactome)","0.00907150480256137","0.0558779497213329","0.851411900309157","1.56758090142391","16","10","c(""hmdb:HMDB0003334"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"266","Extra-nuclear estrogen signaling(wiki)","0.00907150480256137","0.0558779497213329","0.851411900309157","1.56758090142391","16","10","c(""hmdb:HMDB0003334"", ""hmdb:HMDB0000517"", ""hmdb:HMDB0003416"", ""hmdb:HMDB0251511"", ""hmdb:HMDB0062762"", ""hmdb:HMDB0000904"", ""hmdb:HMDB0250742"")"
"267","Factors involved in megakaryocyte development and platelet production(reactome)","0.217592592592593","0.545210818162795","0.841255191508999","1.21871614099795","375","2","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"268","Factors involved in megakaryocyte development and platelet production(wiki)","0.217592592592593","0.545210818162795","0.841255191508999","1.21871614099795","375","2","c(""hmdb:HMDB0000045"", ""hmdb:HMDB0245755"")"
"269","Familial partial lipodystrophy(wiki)","0.254468085106383","0.562089023515453","-0.801477377654663","-1.24458176587743","298","3","c(""hmdb:HMDB0251515"", ""hmdb:HMDB0003417"", ""hmdb:HMDB0000574"")"
"270","Fas ligand pathway and stress induction of heat shock proteins(wiki)","0.00273672687465791","0.0277425912893893","0.974860478955502","1.4928287372343","4","3","c(""hmdb:HMDB0000125"", ""hmdb:HMDB0062697"")"
