"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Purine metabolism and related disorders","WP4224","wiki",5.15e-05,9,56,0.00332686,0.06704921,"Phosphate;D-Aspartic acid;AICA-riboside;2,8-Dihydroxyadenine;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Adenine;2'-Deoxyguanosine 5'-monophosphate;5-Amino-1-[(2R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]imidazole-4-carboxamide;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Ade; Adenine;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Phosphate; Pi;Glutamine; L-Glutamine;Vidarabine phosphate","5"
"GABA metabolism (aka GHB)","WP4157","wiki",0.00162243,5,28,0.03513502,1,"Succinic acid;4-Hydroxy-2-oxobutanoic acid;Hydroxypropionic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Glutamic acid;Butanedioic acid; SUCCA; Succinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;DL-Glutamate; Glutamate;3-Hydroxypropionic acid; Hydroxypropionic acid;Butanedioic acid; succinate; Succinic acid;Glutamine; L-Glutamine","Did not cluster"
"Glycolysis and gluconeogenesis","WP534","wiki",8.36e-06,6,17,0.0010042,0.01096257,"D-Lactic acid;D-Aspartic acid;Glucose 6-phosphate; Glucose-6-Phosphate;L-Aspartic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","1, 6, 8"
"tRNA processing in the nucleus","WP3552","wiki",0.00099722,3,7,0.02395142,1,"Pyrophosphate;Phosphate;Adenosine monophosphate;Adenosine monophosphate; AMP;Phosphate; Pi;PPi; Pyrophosphate;Vidarabine phosphate","1"
"Metabolic reprogramming in pancreatic cancer","WP5220","wiki",4.48e-06,8,32,0.00065772,0.00588365,"D-Lactic acid;beta-D-Glucose 6-phosphate;D-Aspartic acid;N-Acetyl-D-Glucosamine 6-Phosphate;Mannose 6-phosphate;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;L-Lactic acid;N-Acetyl-D-mannosamine 6-phosphate;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;N-Acetyl-D-galactosamine 1-phosphate;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;L-Lactic acid; Lactate;Glutamine; L-Glutamine;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","6, 7"
"TP53 Regulates Metabolic Genes","WP3349","wiki",5.5e-07,8,25,0.00013852,0.00073055,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;DL-Glutamate; Glutamate;Phosphate; Pi;D-Tagatose 6-phosphate;Glutamine; L-Glutamine;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1, 2, 3, 5"
"tRNA aminoacylation","WP1938","wiki",0.00012313,6,26,0.00560871,0.15932825,"Pyrophosphate;Phosphate;D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate","1"
"G alpha (q) signaling events","WP4424","wiki",0.00124524,7,53,0.02885891,1,"Pentadecanoic acid;Elaidic acid;Oleic acid;Phosphate;Octadec-9-enoic Acid;noradrenaline; Norepinephrine;Myristic acid;Glutamate; L-Glutamic acid;Docosahexaenoic acid;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;9Z-octadecenoic acid; OLEA; Oleic acid;DL-Glutamate; Glutamate;NAd; Norepinephrine;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid; DHA; Docosahexaenoic acid;Myristic acid; MYSA; tetradecanoic acid;9Z-octadecenoic acid; OA; Oleic acid;Norepinephrine;Myristic acid; tetradecanoic acid;(4E,7E,10Z,13E,16E,19E)-Docosa-4,7,10,13,16,19-hexaenoic acid","1, 3"
"Trans-sulfuration pathway","WP2333","wiki",0.00075659,4,14,0.02039709,0.96389763,"Taurine;Phosphate;Glutamate; L-Glutamic acid;Homocysteine;D-Glutamic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;DL-Glutamate; Glutamate;Phosphate; Pi","1, 4"
"Thiamine metabolic pathways","WP4297","wiki",4.427e-05,6,22,0.00307785,0.05768226,"Succinic acid;D-Mannose 1-phosphate;Galactose 1-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glycerol 3-phosphate;Dihydroxyacetone phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Dolichyl phosphate D-mannose;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;G3P; Glycerol 3-phosphate;DHAP; Dihydroxyacetone phosphate;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;Butanedioic acid; succinate; Succinic acid;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;beta-D-Glucose 1-phosphate","Did not cluster"
"Pentose phosphate pathway","WP4050","wiki",3.781e-05,7,31,0.00293778,0.0493373,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Sedoheptulose 7-phosphate;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;Phosphate; Pi;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Tagatose 6-phosphate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1, 3"
"Aerobic glycolysis","WP4629","wiki",0.00031352,5,20,0.01035395,0.40193082,"D-Lactic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate;Vidarabine phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","1, 6"
"Pentose phosphate metabolism","WP134","wiki",6.58e-06,5,10,0.00086862,0.00862698,"6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Sedoheptulose 7-phosphate;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;G6P; Glucose 6-phosphate;6-O-phosphonato-D-glucono-1,5-lactone(2-);(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;D-fructose 6-phosphate","3"
"Glycogen metabolism","WP4072","wiki",9.779e-05,5,16,0.00516744,0.12683886,"Pyrophosphate;Phosphate;beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;Galactose 1-phosphate;Mannose 6-phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Adenosine monophosphate;Dolichyl phosphate D-mannose;Adenosine monophosphate; AMP;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;Phosphate; Pi;G1P; Glucose 1-phosphate;PPi; Pyrophosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1"
"Nucleobase biosynthesis","WP4084","wiki",0.00059437,7,47,0.01706871,0.75841413,"Pyrophosphate;Phosphate;D-Aspartic acid;Orotidylic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Orotidine; Orotidylic acid;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;Vidarabine phosphate","1, 5"
"Disorders of fructose metabolism","WP5178","wiki",2e-08,8,17,1.018e-05,2.035e-05,"beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;Fructose 1-phosphate;Galactose 1-phosphate;Mannose 6-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde;Dihydroxyacetone phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;Dolichyl phosphate D-mannose;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;2-Methylacetoacetyl-CoA; Glyceraldehyde;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","6"
"NAD biosynthesis II (from tryptophan)","WP2485","wiki",0.0007765,5,24,0.02051501,0.98770211,"Pyrophosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Quinolinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;DL-Glutamate; Glutamate;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate","1"
"Glucose metabolism","WP4093","wiki",4.3e-07,10,42,0.00013852,0.00057279,"Phosphate;beta-D-Glucose 6-phosphate;D-Aspartic acid;Mannose 6-phosphate;L-Aspartic acid;Glutamate; L-Glutamic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Aspartate; L-Aspartic acid;D-Tagatose 1-phosphate;D-Asp; D-Aspartic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;D-fructose 1-phosphate; Fru 1-P; keto-D-fructose 1-phosphate;DL-Glutamate; Glutamate;Phosphate; Pi;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;Sorbose 1-phosphate;D-Tagatose 6-phosphate;G3P; Glyceraldehyde 3-phosphate;D-fructose 1-phosphate; Fru 1-P;(3S,4R)-Ketose 1-phosphate;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1, 5, 6"
"HIF1A and PPARG regulation of glycolysis","WP2456","wiki",0.00017518,4,10,0.00729761,0.2261602,"D-Lactic acid;Glycerol 3-phosphate;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;L-Lactic acid;Glycerophosphoric acid;G3P; Glycerol 3-phosphate;DHAP; Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate","6"
"Metabolic reprogramming in colon cancer","WP4290","wiki",2.178e-05,8,39,0.00191771,0.02846086,"D-Lactic acid;Glucose 6-phosphate; Glucose-6-Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;L-Lactic acid;D-Sedoheptulose 7-phosphate;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;DL-Glutamate; Glutamate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;Glutamine; L-Glutamine;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;Avenanthramide K;D-fructose 6-phosphate","1, 6, 7"
"PI3K/AKT/mTOR - vitamin D3 signaling","WP4141","wiki",0.00010774,4,9,0.00547399,0.13963037,"D-Lactic acid;Glucose 6-phosphate; Glucose-6-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;3'-AMP;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;3'-AMP; AMP;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;D-fructose 6-phosphate","8"
"Biochemical pathways: part I","WP3604","wiki",0,43,442,0,0,"D-Lactic acid;Taurine;O-Phosphoethanolamine;Succinic acid;3-Sulfinoalanine;myo-Inositol 6-phosphate;L-Gulonolactone;beta-D-Glucosamine;beta-D-Glucose 6-phosphate;myo-Inositol 1-phosphate;D-Mannose 1-phosphate;Fructose 1-phosphate;D-Aspartic acid;N-Acetyl-D-Glucosamine 6-Phosphate;Ureidoisobutyric acid;Galactose 1-phosphate;Pyrroline hydroxycarboxylic acid;Galactonolactone;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;D-myo-Inositol 3-phosphate;Orotidylic acid;Glucosamine;Mannose 6-phosphate;Hydroxypropionic acid;noradrenaline; Norepinephrine;O-Acetylserine;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Glycerol 3-phosphate;Dihydroxyacetone phosphate;D-4'-Phosphopantothenate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Glutamine;Homocysteine;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;D-myo-Inositol 4-phosphate;Adenine;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;Geranyl-PP;L-Lactic acid;N-Acetyl-D-mannosamine 6-phosphate;Quinolinic acid;D-Sedoheptulose 7-phosphate;Gluconolactone;2'-Deoxyguanosine 5'-monophosphate;1-Pyrroline-4-hydroxy-2-carboxylate;Dolichyl phosphate D-mannose;D-Sedoheptulose 7-phosphate; SH7P;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;TAU; Taurine;D-4'-Phosphopantothenate; PPanK;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;G3P; Glycerol 3-phosphate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;3-Sulfinoalanine; CSA;UIBA; Ureidoisobutyric acid;Ade; Adenine;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Aspartate; L-Aspartic acid;bisulfite; HSO3-; hydrogensulfite;geranyl diphosphate; Geranyl pyrophosphate; Geranyl-PP; GPP;D-Asp; D-Aspartic acid;L-galactono-1,4-lactone;O-Phosphoethanolamine; Phosphoethanolamine;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;1D-myo-inositol 3-phosphate; D-myo-Inositol 3-phosphate; I3P;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;1D-myo-inositol 1-phosphate; I1P; myo-Inositol 1-phosphate;NAd; Norepinephrine;1D-myo-inositol 4-phosphate; D-myo-Inositol 4-phosphate; I4P;Orotidine; Orotidylic acid;1-pyrroline-3-hydroxy-5-carboxylate; Pyrroline hydroxycarboxylic acid;vanillyl mandelate; Vanillylmandelic acid;L-4-Hydroxyglutamate semialdehyde;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;3-Hydroxypropionic acid; Hydroxypropionic acid;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;2-amino-2-deoxy-D-glucopyranose; ADGP; Glucosamine;2-Methylacetoacetyl-CoA; Glyceraldehyde;N-Acetyl-D-galactosamine 1-phosphate;D-Gulono-1,4-lactone;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;D-Gluconic acid, delta-lactone;L-Lactic acid; Lactate;Norepinephrine;Butanedioic acid; succinate; Succinic acid;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;Geranyl pyrophosphate; Geranyl-PP;D-myo-Inositol 4-phosphate; I4P;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;D-myo-Inositol 3-phosphate; I3P;(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid;6-O-phosphonato-D-glucono-1,5-lactone(2-);(2,3,4,5,6-Pentahydroxycyclohexyl) dihydrogen phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;beta-D-Galactosamine;Vidarabine phosphate;Geranyl pyrophosphate ammonium*200 UG/VI AL;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;Cysteine sulfinic acid;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);(3R,4R,5S,6R)-3,4,5,6-Tetrahydroxyoxepan-2-one;Sedoheptulose 7-phosphate; SH7P;2,3-dioxo-L-gulonate;3-ureido-isobutyrate; Ureidoisobutyric acid;bisulfite; HSO3-;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","Did not cluster"
"Urea cycle and related diseases","WP4571","wiki",0.00075659,4,14,0.02039709,0.96389763,"D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Glutamic acid;Ammonia;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Glutamine; L-Glutamine;Avenanthramide K","1"
"Aspartate and asparagine metabolism","WP4979","wiki",3e-08,9,25,1.395e-05,4.177e-05,"Taurine;3-Sulfinoalanine;Pyrophosphate;D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Ammonia;N-Acetyl-L-aspartic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;N-Acetyl-L-aspartic acid; NAA;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate;Cysteine sulfinic acid;Avenanthramide K","1"
"Urea cycle and associated pathways","WP4595","wiki",0.00023504,6,29,0.00839146,0.30202252,"D-Lactic acid;D-Aspartic acid;Orotidylic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Glutamic acid;Ammonia;L-Lactic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Orotidine; Orotidylic acid;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;L-Lactic acid; Lactate;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;Avenanthramide K","1"
"Amino acid conjugation","WP715","wiki",0.00058332,3,6,0.01706871,0.74489581,"Taurine;Phosphate;L-Glutamine;D-Glutamine;TAU; Taurine;Phosphate; Pi;Glutamine; L-Glutamine","Did not cluster"
"Methionine metabolism leading to sulfur amino acids and related disorders","WP4292","wiki",5.836e-05,6,23,0.00350412,0.07586517,"Taurine;3-Sulfinoalanine;Pyrophosphate;Phosphate;Homocysteine;Adenosine monophosphate;TAU; Taurine;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Phosphate; Pi;PPi; Pyrophosphate;Vidarabine phosphate;Cysteine sulfinic acid","4"
