"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"G alpha (q) signaling events","WP4424","wiki",0.0004589,9,53,0.01838293,0.60987609,"Pentadecanoic acid;Elaidic acid;Oleic acid;Rosiglitazone;Caproic acid;Phosphate;Octadec-9-enoic Acid;noradrenaline; Norepinephrine;Myristic acid;Glutamate; L-Glutamic acid;Docosahexaenoic acid;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;9Z-octadecenoic acid; OLEA; Oleic acid;DL-Glutamate; Glutamate;NAd; Norepinephrine;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid; DHA; Docosahexaenoic acid;Myristic acid; MYSA; tetradecanoic acid;Caproic acid; hexanoic acid;RGZ; Rosiglitazone;9Z-octadecenoic acid; OA; Oleic acid;Norepinephrine;Caproic acid; Hexanoic acid;Myristic acid; tetradecanoic acid;(4E,7E,10Z,13E,16E,19E)-Docosa-4,7,10,13,16,19-hexaenoic acid","2, 5"
"Trans-sulfuration pathway","WP2333","wiki",0.000241,5,14,0.0109416,0.3212588,"Taurine;Phosphate;Glutamate; L-Glutamic acid;Homocysteine;D-Glutamic acid;Glutathione;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Glutathione; GSH;DL-Glutamate; Glutamate;Phosphate; Pi;Glutathionate(1-)","1"
"Class A/1 (rhodopsin-like receptors)","WP4419","wiki",0.00195684,10,77,0.04845843,1,"Pentadecanoic acid;D-Lactic acid;Succinic acid;Elaidic acid;Oleic acid;Rosiglitazone;Caproic acid;Phosphate;Octadec-9-enoic Acid;noradrenaline; Norepinephrine;Myristic acid;Docosahexaenoic acid;L-Lactic acid;Butanedioic acid; SUCCA; Succinic acid;9Z-octadecenoic acid; OLEA; Oleic acid;NAd; Norepinephrine;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid; DHA; Docosahexaenoic acid;Myristic acid; MYSA; tetradecanoic acid;Caproic acid; hexanoic acid;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;RGZ; Rosiglitazone;L-Lactic acid; Lactate;9Z-octadecenoic acid; OA; Oleic acid;Norepinephrine;Butanedioic acid; succinate; Succinic acid;Caproic acid; Hexanoic acid;Myristic acid; tetradecanoic acid;(4E,7E,10Z,13E,16E,19E)-Docosa-4,7,10,13,16,19-hexaenoic acid","5"
"Thiamine metabolic pathways","WP4297","wiki",0.0002971,6,22,0.0126453,0.39543948,"Succinic acid;D-Mannose 1-phosphate;Galactose 1-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glycerol 3-phosphate;Dihydroxyacetone phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Dolichyl phosphate D-mannose;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;G3P; Glycerol 3-phosphate;DHAP; Dihydroxyacetone phosphate;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;Butanedioic acid; succinate; Succinic acid;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;beta-D-Glucose 1-phosphate","Did not cluster"
"Pentose phosphate pathway","WP4050","wiki",4.342e-05,8,31,0.00257135,0.05818566,"Phosphate;beta-D-Glucose 6-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Sedoheptulose 7-phosphate;6-Phosphogluconic acid;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;Phosphate; Pi;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Tagatose 6-phosphate;6-Phosphogluconic acid; 6P gluconate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;6-O-phosphonato-D-glucono-1,5-lactone(2-);6-phosphonatooxy-D-gluconate;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2"
"Aerobic glycolysis","WP4629","wiki",0.00016626,6,20,0.00793847,0.22196104,"D-Lactic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;2-phospho-D-glycerate;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate;Vidarabine phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","2"
"Pentose phosphate metabolism","WP134","wiki",1.31e-06,6,10,0.00019806,0.00177205,"6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Sedoheptulose 7-phosphate;6-Phosphogluconic acid;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;6-Phosphogluconic acid; 6P gluconate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;G6P; Glucose 6-phosphate;6-O-phosphonato-D-glucono-1,5-lactone(2-);6-phosphonatooxy-D-gluconate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;D-fructose 6-phosphate","2"
"Glycogen metabolism","WP4072","wiki",0.00048889,5,16,0.01882403,0.64924248,"Pyrophosphate;Phosphate;beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;Galactose 1-phosphate;Mannose 6-phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Adenosine monophosphate;Dolichyl phosphate D-mannose;Adenosine monophosphate; AMP;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;Phosphate; Pi;G1P; Glucose 1-phosphate;PPi; Pyrophosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1, 2"
"Nucleobase biosynthesis","WP4084","wiki",0.00094102,8,47,0.02931512,1,"Pyrophosphate;Phosphate;D-Aspartic acid;Orotidylic acid;5'-Phosphoribosyl-N-formylglycinamide;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Orotidine; Orotidylic acid;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;Vidarabine phosphate","2"
"Disorders of fructose metabolism","WP5178","wiki",1e-08,9,17,6.85e-06,1.369e-05,"beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;Fructose 1-phosphate;Galactose 1-phosphate;Mannose 6-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde;Dihydroxyacetone phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;Dolichyl phosphate D-mannose;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;2-Methylacetoacetyl-CoA; Glyceraldehyde;2-phospho-D-glycerate;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2"
"NAD biosynthesis II (from tryptophan)","WP2485","wiki",0.00049755,6,24,0.01882403,0.66025061,"Pyrophosphate;3-Hydroxyanthranilic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Quinolinic acid;3-HAA; 3-Hydroxyanthranilic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;DL-Glutamate; Glutamate;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate","2"
"Glucose metabolism","WP4093","wiki",1.4e-07,12,42,3.874e-05,0.00019312,"Phosphate;beta-D-Glucose 6-phosphate;D-Aspartic acid;Mannose 6-phosphate;L-Aspartic acid;Glutamate; L-Glutamic acid;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;D-Malic acid;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;Malic acid;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;Aspartate; L-Aspartic acid;D-Tagatose 1-phosphate;D-Asp; D-Aspartic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;D-fructose 1-phosphate; Fru 1-P; keto-D-fructose 1-phosphate;DL-Glutamate; Glutamate;Phosphate; Pi;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;MAL; Malic acid;Sorbose 1-phosphate;D-Tagatose 6-phosphate;2-phospho-D-glycerate;(S)-malate; Malic acid;G3P; Glyceraldehyde 3-phosphate;D-fructose 1-phosphate; Fru 1-P;(3S,4R)-Ketose 1-phosphate;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","2"
"HIF1A and PPARG regulation of glycolysis","WP2456","wiki",0.00065262,4,10,0.02279145,0.86406711,"D-Lactic acid;Glycerol 3-phosphate;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;L-Lactic acid;Glycerophosphoric acid;G3P; Glycerol 3-phosphate;DHAP; Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate","2"
"Metabolic reprogramming in colon cancer","WP4290","wiki",6e-08,12,39,2.566e-05,7.686e-05,"D-Lactic acid;Glucose 6-phosphate; Glucose-6-Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Glutamine;D-Malic acid;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Glutathione;Ammonia;L-Lactic acid;D-Sedoheptulose 7-phosphate;6-Phosphogluconic acid;Malic acid;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;Glutathione; GSH;DL-Glutamate; Glutamate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;MAL; Malic acid;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;6-Phosphogluconic acid; 6P gluconate;2-phospho-D-glycerate;(S)-malate; Malic acid;L-Lactic acid; Lactate;Glutamine; L-Glutamine;G3P; Glyceraldehyde 3-phosphate;G6P; Glucose 6-phosphate;Glutathionate(1-);6-phosphonatooxy-D-gluconate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;Avenanthramide K;D-fructose 6-phosphate","2"
"PI3K/AKT/mTOR - vitamin D3 signaling","WP4141","wiki",0.00040561,4,9,0.01674081,0.539467,"D-Lactic acid;Glucose 6-phosphate; Glucose-6-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;3'-AMP;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;3'-AMP; AMP;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;D-fructose 6-phosphate","Did not cluster"
"Biochemical pathways: part I","WP3604","wiki",0,57,442,0,0,"D-Lactic acid;5-Aminolevulinic acid;Taurine;O-Phosphoethanolamine;Succinic acid;3-Sulfinoalanine;myo-Inositol 6-phosphate;L-Gulonolactone;beta-D-Glucosamine;Sulfite;beta-D-Glucose 6-phosphate;myo-Inositol 1-phosphate;D-Mannose 1-phosphate;Fructose 1-phosphate;D-Aspartic acid;N-Acetyl-D-Glucosamine 6-Phosphate;Ureidoisobutyric acid;Galactose 1-phosphate;Pyrroline hydroxycarboxylic acid;Galactonolactone;cis-4-Hydroxy-D-proline;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;D-myo-Inositol 3-phosphate;Orotidylic acid;Glucosamine;5'-Phosphoribosyl-N-formylglycinamide;Mannose 6-phosphate;Dopaquinone;L-Glutamic gamma-semialdehyde;Hydroxypropionic acid;4-Hydroxyproline;noradrenaline; Norepinephrine;O-Acetylserine;Galactaric acid;3-Hydroxyanthranilic acid;Glucose 6-phosphate; Glucose-6-Phosphate;Glyceraldehyde;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Glycerol 3-phosphate;Dihydroxyacetone phosphate;Inosine;D-4'-Phosphopantothenate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Glutamine;Homocysteine;Adenosine monophosphate;cis-4-Hydroxyproline;D-Malic acid;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;Uric acid;D-myo-Inositol 4-phosphate;Glutathione;Arabinosylhypoxanthine;Adenine;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;Geranyl-PP;L-Lactic acid;Glucaric acid;N-Acetyl-D-mannosamine 6-phosphate;Quinolinic acid;D-Sedoheptulose 7-phosphate;Gluconolactone;2'-Deoxyguanosine 5'-monophosphate;1-Pyrroline-4-hydroxy-2-carboxylate;Dolichyl phosphate D-mannose;6-Phosphogluconic acid;Malic acid;D-Sedoheptulose 7-phosphate; SH7P;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;3-HAA; 3-Hydroxyanthranilic acid;TAU; Taurine;D-4'-Phosphopantothenate; PPanK;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;G3P; Glycerol 3-phosphate;2S,3S,4S,5R-tetrahydroxy-hexanedioic acid; Glucaric acid;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;allo-4-hydroxy-d-proline; cis-4-Hydroxy-D-proline;3-Sulfinoalanine; CSA;UIBA; Ureidoisobutyric acid;Ade; Adenine;Dopaquinone; L-dopaquinone;Glutathione; GSH;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Aspartate; L-Aspartic acid;bisulfite; HSO3-; hydrogensulfite;geranyl diphosphate; Geranyl pyrophosphate; Geranyl-PP; GPP;L-Glu5S; L-Glutamic gamma-semialdehyde;D-Asp; D-Aspartic acid;L-galactono-1,4-lactone;4-oxo-5-amino-pentanoic acid; 5-Aminolevulinate; 5-Aminolevulinic acid;O-Phosphoethanolamine; Phosphoethanolamine;Ino; Inosine;beta-D-Glucose 6-phosphate; D-Glucose-6-P;7,9-dihydro-1H-purine-2,6,8(3H)-trione; urate; Uric acid;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;4-Hydroxyproline; Hydroxyproline;1D-myo-inositol 3-phosphate; D-myo-Inositol 3-phosphate; I3P;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;1D-myo-inositol 1-phosphate; I1P; myo-Inositol 1-phosphate;NAd; Norepinephrine;1D-myo-inositol 4-phosphate; D-myo-Inositol 4-phosphate; I4P;Orotidine; Orotidylic acid;1-pyrroline-3-hydroxy-5-carboxylate; Pyrroline hydroxycarboxylic acid;vanillyl mandelate; Vanillylmandelic acid;L-4-Hydroxyglutamate semialdehyde;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;MAL; Malic acid;2R,3S,4R,5S-tetrahydroxy-hexanedioic acid; Galactaric acid;3-Hydroxypropionic acid; Hydroxypropionic acid;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;2-amino-2-deoxy-D-glucopyranose; ADGP; Glucosamine;SO3 2- (sulfite); Sulfite;6-Phosphogluconic acid; 6P gluconate;2-oxo-5-amino-pentanoic acid; 5-Amino-2-oxopentanoic acid;2-Methylacetoacetyl-CoA; Glyceraldehyde;N-Acetyl-D-galactosamine 1-phosphate;D-Gulono-1,4-lactone;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;D-Gluconic acid, delta-lactone;2-phospho-D-glycerate;(S)-malate; Malic acid;L-Lactic acid; Lactate;Norepinephrine;Butanedioic acid; succinate; Succinic acid;Glutamine; L-Glutamine;4-Hydroxyproline; hydroxy-proline;Orotidine; Orotidine 5'-phosphate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;4-oxo-5-amino-pentanoic acid; 5-Aminolevulinic acid;Geranyl pyrophosphate; Geranyl-PP;D-myo-Inositol 4-phosphate; I4P;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;D-myo-Inositol 3-phosphate; I3P;L-Dopaquinone;(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid;6-O-phosphonato-D-glucono-1,5-lactone(2-);Glutathionate(1-);6-phosphonatooxy-D-gluconate;(2,3,4,5,6-Pentahydroxycyclohexyl) dihydrogen phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;beta-D-Galactosamine;Vidarabine phosphate;Geranyl pyrophosphate ammonium*200 UG/VI AL;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Ara-HX;beta-D-Glucose 1-phosphate;Cysteine sulfinic acid;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);(3R,4R,5S,6R)-3,4,5,6-Tetrahydroxyoxepan-2-one;Sedoheptulose 7-phosphate; SH7P;2,3-dioxo-L-gulonate;3-ureido-isobutyrate; Ureidoisobutyric acid;bisulfite; HSO3-;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","1"
"Aspartate and asparagine metabolism","WP4979","wiki",6.2e-07,9,25,0.00010568,0.0008417,"Taurine;3-Sulfinoalanine;Pyrophosphate;D-Aspartic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Ammonia;N-Acetyl-L-aspartic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;N-Acetyl-L-aspartic acid; NAA;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate;Cysteine sulfinic acid;Avenanthramide K","2, 3"
"Urea cycle and associated pathways","WP4595","wiki",2.55e-05,8,29,0.00195137,0.03432478,"D-Lactic acid;D-Aspartic acid;Orotidylic acid;L-Glutamic gamma-semialdehyde;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Malic acid;D-Glutamic acid;Ammonia;L-Lactic acid;Malic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Aspartate; L-Aspartic acid;L-Glu5S; L-Glutamic gamma-semialdehyde;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Orotidine; Orotidylic acid;MAL; Malic acid;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;(S)-malate; Malic acid;L-Lactic acid; Lactate;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;Avenanthramide K","2, 6"
"Amino acid conjugation","WP715","wiki",0.00158565,3,6,0.04234622,1,"Taurine;Phosphate;L-Glutamine;D-Glutamine;TAU; Taurine;Phosphate; Pi;Glutamine; L-Glutamine","Did not cluster"
"Methionine metabolism leading to sulfur amino acids and related disorders","WP4292","wiki",4.156e-05,7,23,0.00257135,0.05573736,"Taurine;3-Sulfinoalanine;Pyrophosphate;Phosphate;Allocystathionine;L-Cystathionine;Homocysteine;Adenosine monophosphate;TAU; Taurine;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Cystathionine; L-Cystathionine;Cystathione;Phosphate; Pi;PPi; Pyrophosphate;Vidarabine phosphate;Cysteine sulfinic acid","1, 4"
"Interconversion of nucleotide di- and triphosphates","WP4059","wiki",0.00163717,8,51,0.04287178,1,"Pyrophosphate;Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Glutathione;Ammonia;2'-Deoxyguanosine 5'-monophosphate;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Glutathione; GSH;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Glutathionate(1-);Vidarabine phosphate;Avenanthramide K","2"
"Pentose phosphate pathway in senescent cells","WP5043","wiki",8.579e-05,6,18,0.00467397,0.11479031,"D-Mannose 1-phosphate;Galactose 1-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;D-Sedoheptulose 7-phosphate;Dolichyl phosphate D-mannose;6-Phosphogluconic acid;D-Sedoheptulose 7-phosphate; SH7P;Adenosine monophosphate; AMP;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;6-Phosphogluconic acid; 6P gluconate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;6-O-phosphonato-D-glucono-1,5-lactone(2-);6-phosphonatooxy-D-gluconate;Vidarabine phosphate;beta-D-Glucose 1-phosphate;Sedoheptulose 7-phosphate; SH7P","2"
