"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Methionine de novo and salvage pathway","WP3580","wiki",0.00066448,10,49,0.0288344,0.93027187,"5-(Methylthio)-2,3-dioxopentyl phosphate;Pyrophosphate;Phosphate;5'-Methylthioadenosine;Glutamate; L-Glutamic acid;2-Oxo-4-methylthiobutanoic acid;Racemethionine;Homocysteine;L-Methionine; Methionine;D-Glutamic acid;Adenine;Ammonia;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Ade; Adenine;Methionine; Racemethionine;5'-Methylthioadenosine; 5'-S-methyl-5'-thioadenosine; MTAD;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;2-Oxo-4- methylthiobutanoic acid; 2-oxo-4-methylthio-butanoic acid; 2-Oxo-4-methylthiobutanoic acid;5-(methylthio)-2,3- Dioxopentyl phosphate; 5-(Methylthio)-2,3-dioxopentyl phosphate;(2R,5S)-2-(6-Aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol;Avenanthramide K","1"
"Metabolism of water-soluble vitamins and cofactors","WP1857","wiki",0.00107915,13,80,0.03662769,1,"Pyrophosphate;Phosphate;Cysteineglutathione disulfide;Ascorbic acid;L-Cysteine;D-4'-Phosphopantothenate;Racemethionine;Homocysteine;Adenosine monophosphate;L-Methionine; Methionine;Pyridoxal;Glutathione;Ammonia;D-Cysteine;cysteine; DL-Cysteine;D-4'-Phosphopantothenate; PPanK;Adenosine monophosphate; AMP;Methionine; Racemethionine;Glutathione; GSH;Cysteine; L-Cysteine;Cysteineglutathione disulfide; GSSG;Phosphate; Pi;Ascorbic acid; L-ascorbic acid;PPi; Pyrophosphate;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Vidarabine phosphate;3,4-Dihydroxy-5-[(S)-1,2-dihydroxyethyl]furan-2(5H)-one;Cifostodine;Avenanthramide K;2,3-dioxo-L-gulonate","1"
"Sulfur amino acid metabolism","WP3574","wiki",6e-08,18,67,2.7e-05,8.09e-05,"Taurine;3-Sulfinoalanine;5-(Methylthio)-2,3-dioxopentyl phosphate;Pyrophosphate;Phosphate;Sulfite;Sulfate;Cysteineglutathione disulfide;5'-Methylthioadenosine;L-Cysteine;Glutamate; L-Glutamic acid;2-Oxo-4-methylthiobutanoic acid;Racemethionine;Homocysteine;L-Methionine; Methionine;D-Glutamic acid;Glutathione;Adenine;Ammonia;D-Cysteine;cysteine; DL-Cysteine;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3-Sulfinoalanine; CSA;Ade; Adenine;Methionine; Racemethionine;Glutathione; GSH;bisulfite; HSO3-; hydrogensulfite;5'-Methylthioadenosine; 5'-S-methyl-5'-thioadenosine; MTAD;Cysteine; L-Cysteine;Cystathione;Cysteineglutathione disulfide; GSSG;DL-Glutamate; Glutamate;Phosphate; Pi;SO4(2-); Sulfate;PPi; Pyrophosphate;2-Oxo-4- methylthiobutanoic acid; 2-oxo-4-methylthio-butanoic acid; 2-Oxo-4-methylthiobutanoic acid;SO3 2- (sulfite); Sulfite;5-(methylthio)-2,3- Dioxopentyl phosphate; 5-(Methylthio)-2,3-dioxopentyl phosphate;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Cifostodine;Cysteine sulfinic acid;(2R,5S)-2-(6-Aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol;Avenanthramide K;bisulfite; HSO3-","1"
"Purine metabolism and related disorders","WP4224","wiki",8e-07,15,56,0.00022863,0.00113994,"Inosinic acid;Phosphate;D-Aspartic acid;5-Aminoimidazole ribonucleotide;2,8-Dihydroxyadenine;L-Aspartic acid;Glutamate; L-Glutamic acid;Racemethionine;5-Phosphoribosylamine;Adenosine monophosphate;L-Methionine; Methionine;Deoxyadenosine monophosphate;D-Glutamic acid;Xanthine;Adenine;Phosphoribosyl pyrophosphate;GMP; Guanosine monophosphate;2'-Deoxyguanosine 5'-monophosphate;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Ade; Adenine;Methionine; Racemethionine;Aspartate; L-Aspartic acid;Phosphoribosyl pyrophosphate; PRPP;IMP; Inosinic acid;guanosine 5'-monophosphate; Guanosine monophosphate;D-Asp; D-Aspartic acid;9H-xanthine; XAN; Xanthine;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;DL-Glutamate; Glutamate;Phosphate; Pi;Guanosine monophosphate;5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium;5-phospho-beta-D-ribosylaminium(1-);5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Vidarabine phosphate;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","2"
"TP53 Regulates Metabolic Genes","WP3349","wiki",9.9e-07,10,25,0.00023614,0.00141189,"Phosphate;beta-D-Glucose 6-phosphate;Cysteineglutathione disulfide;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;Glutamate; L-Glutamic acid;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Glutathione;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;Glutathione; GSH;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;Cysteineglutathione disulfide; GSSG;DL-Glutamate; Glutamate;Phosphate; Pi;D-Tagatose 6-phosphate;6-Phosphonoglucono-D-lactone;Cytidine 2',3'-cyclic phosphate; GSSG;6-O-phosphonato-D-glucono-1,5-lactone(2-);Glutathionate(1-);Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Cifostodine;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate;beta-D-fructose 2,6-bisphosphate","2, 5"
"GPR143 in melanocytes and retinal pigment epithelium cells","WP4941","wiki",0.00111051,5,14,0.03662769,1,"Pyrophosphate;5,6-Dihydroxyindole;Dopaquinone;L-Dopa;Cyclic AMP;DL-Dopa;Dopaquinone; L-dopaquinone;cAMP; Cyclic AMP;5,6-Dihydroxyindole; DHI;PPi; Pyrophosphate;Cyclic AMP; IP-activated  cAMP;L-Dopaquinone","Did not cluster"
"tRNA aminoacylation","WP1938","wiki",0.0007674,7,26,0.03052534,1,"Pyrophosphate;Phosphate;D-Aspartic acid;L-Cysteine;L-Aspartic acid;Glutamate; L-Glutamic acid;Racemethionine;Adenosine monophosphate;L-Methionine; Methionine;D-Glutamic acid;D-Cysteine;cysteine; DL-Cysteine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Methionine; Racemethionine;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;Cysteine; L-Cysteine;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Vidarabine phosphate","3, 5"
"Trans-sulfuration pathway","WP2333","wiki",7.62e-06,7,14,0.00121235,0.01085229,"Taurine;Phosphate;L-Cysteine;Glutamate; L-Glutamic acid;Racemethionine;Homocysteine;L-Methionine; Methionine;D-Glutamic acid;Glutathione;D-Cysteine;cysteine; DL-Cysteine;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Methionine; Racemethionine;Glutathione; GSH;Cysteine; L-Cysteine;DL-Glutamate; Glutamate;Phosphate; Pi;Glutathionate(1-)","1, 3"
"Thiamine metabolic pathways","WP4297","wiki",0.00171797,6,22,0.0464176,1,"Succinic acid;D-Mannose 1-phosphate;Galactose 1-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Glycerol 3-phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Dolichyl phosphate D-mannose;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;G3P; Glycerol 3-phosphate;D-threo-isocitrate; IC;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Oryzenin; thiamine;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;Butanedioic acid; succinate; Succinic acid;G6P; Glucose 6-phosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;beta-D-Glucose 1-phosphate","Did not cluster"
"Aflatoxin B1 metabolism","WP699","wiki",0.00043621,4,7,0.02297604,0.61331114,"Aflatoxin B1;Aflatoxin G;2,3-Epoxyaflatoxin B1;Aflatoxin Q1;AFB1; Aflatoxin B1;2,3-Epoxyaflatoxin B1; aflatoxin B1 exo-8,9-epoxide; AFXBO;2,3-Epoxyaflatoxin B1; Aflatoxin B1 exo-8,9-epoxide;Aflatoxin M1; AFM1;Aflatoxin Q1; AFQ1","Did not cluster"
"Glycogen metabolism","WP4072","wiki",0.00025269,6,16,0.01573249,0.35628824,"Pyrophosphate;Phosphate;beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;Galactose 1-phosphate;Mannose 6-phosphate;Uridine 5'-monophosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Adenosine monophosphate;Dolichyl phosphate D-mannose;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;Phosphate; Pi;G1P; Glucose 1-phosphate;PPi; Pyrophosphate;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","3, 5"
"Nucleobase biosynthesis","WP4084","wiki",1.81e-05,12,47,0.00215958,0.0257159,"Inosinic acid;Ureidosuccinic acid;Pyrophosphate;Phosphate;D-Aspartic acid;5-Aminoimidazole ribonucleotide;L-Aspartic acid;Glutamate; L-Glutamic acid;Uridine 5'-monophosphate;5-Phosphoribosylamine;Adenosine monophosphate;D-Glutamic acid;Phosphoribosyl pyrophosphate;GMP; Guanosine monophosphate;N-Carbamoyl-L-aspartate; Ureidosuccinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;Aspartate; L-Aspartic acid;Phosphoribosyl pyrophosphate; PRPP;IMP; Inosinic acid;guanosine 5'-monophosphate; Guanosine monophosphate;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Guanosine monophosphate;5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium;5-phospho-beta-D-ribosylaminium(1-);5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Vidarabine phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","2"
"NAD biosynthesis II (from tryptophan)","WP2485","wiki",0.00044925,7,24,0.02297604,0.63119941,"Formylkynurenine; N'-Formylkynurenine;Pyrophosphate;L-Kynurenine;Nicotinic acid mononucleotide;Glutamate; L-Glutamic acid;Adenosine monophosphate;D-Glutamic acid;Phosphoribosyl pyrophosphate;NAMN; nicotinic acid D-ribonucleotide; Nicotinic acid mononucleotide;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;L-KYN; L-Kynurenine;Phosphoribosyl pyrophosphate; PRPP;DL-Glutamate; Glutamate;N'-Formylkynurenine; N-formylkynurenine;D-Kynurenine; Kynurenine;PPi; Pyrophosphate;N'-Formylkynurenine;Kynurenine; L-Kynurenine;L-Formylkynurenine;5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Vidarabine phosphate","2"
"Glucose metabolism","WP4093","wiki",0.00017465,10,42,0.01316322,0.24695752,"Phosphate;beta-D-Glucose 6-phosphate;D-Aspartic acid;Mannose 6-phosphate;L-Aspartic acid;Glutamate; L-Glutamic acid;Cyclic AMP;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;Aspartate; L-Aspartic acid;D-Tagatose 1-phosphate;D-Asp; D-Aspartic acid;cAMP; Cyclic AMP;beta-D-Glucose 6-phosphate; D-Glucose-6-P;D-fructose 1-phosphate; Fru 1-P; keto-D-fructose 1-phosphate;DL-Glutamate; Glutamate;Phosphate; Pi;Sorbose 1-phosphate;D-Tagatose 6-phosphate;Cyclic AMP; IP-activated  cAMP;D-fructose 1-phosphate; Fru 1-P;(3S,4R)-Ketose 1-phosphate;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate;beta-D-fructose 2,6-bisphosphate","2, 5"
"Glutathione metabolism","WP100","wiki",0.00073114,6,19,0.03052534,1,"Cysteineglutathione disulfide;Cysteinylglycine;L-Cysteine;Glutamate; L-Glutamic acid;D-Glutamic acid;Glutathione;D-Cysteine;Pyroglutamic acid;cysteine; DL-Cysteine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Glutathione; GSH;Cysteine; L-Cysteine;Cysteineglutathione disulfide; GSSG;OPRO; Pyroglutamic acid;DL-Glutamate; Glutamate;Cysteinyl-glycine; Cysteinylglycine;5-oxoproline; Pyroglutamic acid;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Cifostodine;2-[[(2S)-2-Amino-3-sulfanylpropanoyl]amino]acetic acid","3"
"Purine metabolism","WP4792","wiki",0.00024947,9,36,0.01573249,0.35200642,"Inosinic acid;2,8-Dihydroxyadenine;Adenosine monophosphate;Deoxyadenosine monophosphate;Xanthine;Adenine;Phosphoribosyl pyrophosphate;GMP; Guanosine monophosphate;2'-Deoxyguanosine 5'-monophosphate;Adenosine monophosphate; AMP;Ade; Adenine;Phosphoribosyl pyrophosphate; PRPP;IMP; Inosinic acid;guanosine 5'-monophosphate; Guanosine monophosphate;9H-xanthine; XAN; Xanthine;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;Guanosine monophosphate;5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Vidarabine phosphate;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","2"
"Phosphodiesterases in neuronal function","WP4222","wiki",0.0007515,5,13,0.03052534,1,"Glutamate; L-Glutamic acid;Cyclic AMP;D-Glutamic acid;Cyclic GMP;3'-AMP;GMP; Guanosine monophosphate;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3',5'-cyclic GMP; cGMP; Cyclic GMP;guanosine 5'-monophosphate; Guanosine monophosphate;cAMP; Cyclic AMP;DL-Glutamate; Glutamate;3'-AMP; AMP;Cyclic AMP; IP-activated  cAMP;cGMP; Cyclic GMP;Guanosine monophosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(6-Aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate","Did not cluster"
"Biochemical pathways: part I","WP3604","wiki",0,72,442,0,0,"Formylkynurenine; N'-Formylkynurenine;Taurine;Succinic acid;3-Sulfinoalanine;myo-Inositol 6-phosphate;L-Gulonolactone;Carglumic acid;Glycerylphosphorylethanolamine;D-2-Hydroxyglutaric acid;L-2-Hydroxyglutaric acid;Inosinic acid;Ureidosuccinic acid;L-Glutamic acid 5-phosphate;N-Acetyl-b-D-galactosamine;beta-N-Acetylglucosamine;Sulfite;Sulfate;beta-D-Glucose 6-phosphate;myo-Inositol 1-phosphate;4-Hydroxyphenylpyruvic acid;Cysteineglutathione disulfide;D-Mannose 1-phosphate;Fructose 1-phosphate;D-Aspartic acid;N-Acetylgalactosamine;N-Acetyl-D-Glucosamine 6-Phosphate;Oxalosuccinic acid;Galactose 1-phosphate;Pyrroline hydroxycarboxylic acid;Galactonolactone;2-Aminomuconic acid;4-Hydroxy-L-glutamic acid;5-Aminoimidazole ribonucleotide;Indoleacetaldehyde;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;D-myo-Inositol 3-phosphate;4-Fumarylacetoacetic acid;2-Hydroxyglutarate;L-Kynurenine;D-Glucurono-6,3-lactone;Mannose 6-phosphate;Indolepyruvate;Dopaquinone;Ascorbic acid;O-Acetylserine;L-Cysteine;Glucose 6-phosphate; Glucose-6-Phosphate;L-Aspartic acid;Glutamate; L-Glutamic acid;Glycerol 3-phosphate;Uridine;Uridine 5'-monophosphate;D-4'-Phosphopantothenate;Racemethionine;D-Glucose-6-Phosphate; Glucose 1-phosphate;L-Dopa;Homocysteine;5-Phosphoribosylamine;Adenosine monophosphate;L-Methionine; Methionine;DL-Dopa;Fructose 6-phosphate; Fructose-6-Phosphate;Deoxyadenosine monophosphate;creatine-P; Phosphocreatine;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;Xanthine;D-myo-Inositol 4-phosphate;Glutathione;Iodotyrosine;Adenine;N-Acetylglucosamine 6-phosphate;(S)-Ureidoglycolic acid;N-Acetylmannosamine-6P;N-Acetyl-D-glucosamine;Phosphoribosyl pyrophosphate;N-Acetylmannosamine;GMP; Guanosine monophosphate;N-Acetyl-D-mannosamine 6-phosphate;Gluconolactone;2'-Deoxyguanosine 5'-monophosphate;1-Pyrroline-4-hydroxy-2-carboxylate;Dolichyl phosphate D-mannose;D-Cysteine;dUMP;Allantoin;Allantoic acid;1-[(2R,3S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione;Glycerophosphoric acid;cysteine; DL-Cysteine;Butanedioic acid; SUCCA; Succinic acid;2-amino-6-oxo-2,4-hexadienoic acid; 2-Aminomuconic acid; AMSA;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;N-Carbamoyl-L-aspartate; Ureidosuccinic acid;TAU; Taurine;D-4'-Phosphopantothenate; PPanK;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;G3P; Glycerol 3-phosphate;4-Hydroxyphenylpyruvic acid; HPPYRA;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;D-threo-isocitrate; IC;Erythro-4-hydroxy-L-glutamate(1-);3-Sulfinoalanine; CSA;UMP; Uridine 5'-monophosphate;Ura-Rib; Uridine;Ade; Adenine;Methionine; Racemethionine;Dopaquinone; L-dopaquinone;Glutathione; GSH;GPETA; sn-glycero-3-Phosphoethanolamine;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;L-KYN; L-Kynurenine;Aspartate; L-Aspartic acid;2-Hydroxyglutarate; 2-oxidanylpentanedioic acid;Phosphoribosyl pyrophosphate; PRPP;bisulfite; HSO3-; hydrogensulfite;IMP; Inosinic acid;Pcr; Phosphocreatine;guanosine 5'-monophosphate; Guanosine monophosphate;D-Asp; D-Aspartic acid;Aldehydo-N-acetyl-D-glucosamine; GlcNAc;L-galactono-1,4-lactone;Cysteine; L-Cysteine;9H-xanthine; XAN; Xanthine;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;beta-D-Glucose 6-phosphate; D-Glucose-6-P;Cysteineglutathione disulfide; GSSG;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;2-oxo-3-phenylpropanoate; keto-phenylpyruvate; kPPV;1D-myo-inositol 3-phosphate; D-myo-Inositol 3-phosphate; I3P;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;1D-myo-inositol 1-phosphate; I1P; myo-Inositol 1-phosphate;N'-Formylkynurenine; N-formylkynurenine;1D-myo-inositol 4-phosphate; D-myo-Inositol 4-phosphate; I4P;SO4(2-); Sulfate;1-pyrroline-3-hydroxy-5-carboxylate; Pyrroline hydroxycarboxylic acid;vanillyl mandelate; Vanillylmandelic acid;L-4-Hydroxyglutamate semialdehyde;3-iodo-L-tyrosine; Iodotyrosine; MIT;beta-N-Acetylglucosamine; betaGlcNAc; N-acetyl-beta-D-glucosamine;bGalNAc; N-Acetyl-b-D-galactosamine; N-acetyl-beta-D-galactosamine;D-Kynurenine; Kynurenine;G1P; Glucose 1-phosphate;Ascorbic acid; L-ascorbic acid;3-(indol-3-yl)pyruvic acid; 3IN-PYRA; Indolepyruvate;N'-Formylkynurenine;4,6-dioxo-2E-octenedioic acid; 4-Fumarylacetoacetic acid; fumarylacetoacetate;(R)-2-hydroxyglutaric acid; 2HG; D-2-Hydroxyglutaric acid;(S)-2-hydroxyglutaric acid; 2HG; L-2-Hydroxyglutaric acid;N-acetyl-alpha-D-galactosamine; N-Acetylgalactosamine;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;Oxalosuccinate; Oxalosuccinic acid;SO3 2- (sulfite); Sulfite;N-Acetyl-D-galactosamine 1-phosphate;D-Gulono-1,4-lactone;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;2-(Acetylamino)-2-deoxy-alpha-D-mannopyranose;D-Gluconic acid, delta-lactone;N-carbamoylglutamic Acid;Butanedioic acid; succinate; Succinic acid;Kynurenine; L-Kynurenine;beta-N-Acetylglucosamine; betaGlcNAc;bGalNAc; N-Acetyl-b-D-galactosamine;6-Phosphonoglucono-D-lactone;N-Acetyl-D-mannosamine; N-Acetylmannosamine;2-amino-6-oxo-2,4-hexadienoic acid; 2-Aminomuconic acid;4,6-dioxo-2E-octenedioic acid; 4-Fumarylacetoacetic acid;2-amino-6-oxo-2,4-hexadienoic acid; 2-Aminomuconic acid semialdehyde;D-myo-Inositol 4-phosphate; I4P;Guanosine monophosphate;G6P; Glucose 6-phosphate;Phosphocreatine;Glucose 1-phosphate;Maleylacetoacetic acid;D-Mannose 1-phosphate; Man1P;D-myo-Inositol 3-phosphate; I3P;Cytidine 2',3'-cyclic phosphate; GSSG;L-Dopaquinone;L-Formylkynurenine;4-fumarylacetoacetate(2-); fumarylacetoacetate;5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium;5-phospho-beta-D-ribosylaminium(1-);(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid;6-O-phosphonato-D-glucono-1,5-lactone(2-);5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Glutathionate(1-);(2,3,4,5,6-Pentahydroxycyclohexyl) dihydrogen phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;(2R)-2-[(3R,4S)-3,4-Dihydroxy-5-oxooxolan-2-yl]-2-hydroxyacetaldehyde;N-((2R,3R,4R,5R)-3,4,5,6-Tetrahydroxy-1-oxohexan-2-yl)acetamide;Vidarabine phosphate;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;3,4-Dihydroxy-5-[(S)-1,2-dihydroxyethyl]furan-2(5H)-one;beta-D-Glucose 1-phosphate;Cifostodine;Cysteine sulfinic acid;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);(3R,4R,5S,6R)-3,4,5,6-Tetrahydroxyoxepan-2-one;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;2,3-dioxo-L-gulonate;2-oxo-3-phenylpropanoate; kPPV;bisulfite; HSO3-;D-fructose 6-phosphate;D-mannose 6-phosphate;oxalosuccinate;alpha-D-glucose 6-phosphate;beta-D-fructose 2,6-bisphosphate","1"
"Nucleotide salvage","WP4082","wiki",4e-08,15,46,2.7e-05,6.286e-05,"Pseudouridine 5'-phosphate;Inosinic acid;Pyrophosphate;Phosphate;Pseudouridine;Uridine;Uridine 5'-monophosphate;Adenosine monophosphate;Deoxyadenosine monophosphate;Adenine;Phosphoribosyl pyrophosphate;Ammonia;GMP; Guanosine monophosphate;2'-Deoxyguanosine 5'-monophosphate;dUMP;1-[(2R,3S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;Ura-Rib; Uridine;Ade; Adenine;Phosphoribosyl pyrophosphate; PRPP;IMP; Inosinic acid;guanosine 5'-monophosphate; Guanosine monophosphate;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;Pseudouridine; PURID;Pseudouridine 5'-phosphate; PURIDP;Phosphate; Pi;PPi; Pyrophosphate;Guanosine monophosphate;5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);Vidarabine phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;Avenanthramide K","2"
