"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Biochemical pathways: part I","WP3604","wiki",0,140,442,0,0,"Taurine;beta-Alanine;Sarcosine;O-Phosphoethanolamine;3-Sulfinoalanine;Dimethylglycine;Aminoadipic acid;myo-Inositol 6-phosphate;L-Gulonolactone;2-Aminobenzoic acid;Glycerylphosphorylethanolamine;5-Hydroxylysine;Etiocholanedione;16a-Hydroxydehydroisoandrosterone;Spermidine;L-Galactose;Ursodeoxycholic acid;Zymosterol intermediate 2;Inosinic acid;3alpha,16alpha-Dihydroxyandrostenone;beta-D-Glucosamine;3-Aminoisobutanoic acid;L-Proline;Cytarabine;L-Alloisoleucine;beta-D-Glucose 6-phosphate;Allochenodeoxycholic acid;myo-Inositol 1-phosphate;4,5-Dihydroorotic acid;Phenylpyruvic acid;D-Arginine;Cysteineglutathione disulfide;D-Mannose 1-phosphate;Fructose 1-phosphate;2-Amino-3-carboxymuconic acid semialdehyde;D-Pipecolic acid;4-Imidazolone-5-propionic acid;Mevalonic acid;D-Aspartic acid;Phosphoserine;N-Acetyl-D-Glucosamine 6-Phosphate;5-Hydroxyindoleacetaldehyde;Dihydrothymine;Ureidoisobutyric acid;Oxalosuccinic acid;D-Asparagine;19-Hydroxytestosterone;1-Pyrroline-2-carboxylic acid;(R)-beta-Aminoisobutyric acid;Orotidylic acid;5,6-trans-Vitamin D3;Galactose 1-phosphate;Pyrroline hydroxycarboxylic acid;Dehydroandrosterone;Galactonolactone;L-Allothreonine;4-Hydroxy-L-glutamic acid;5-Aminoimidazole ribonucleotide;Indoleacetaldehyde;D-myo-Inositol 3-phosphate;L-Kynurenine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);5alpha-Tetrahydrocortisol;3a,7a-Dihydroxycholanoic acid;Pipecolic acid;Desmosterol;Galactosylhydroxylysine;D-Leucine;Oxidized-adrenal-ferredoxin;D-Alanine;Glucosamine;Telbivudine;D-Proline;D-Mannose;5'-Phosphoribosyl-N-formylglycinamide;Phosphorylcholine;D-Galactose;Mannose 6-phosphate;Citrulline; L-Citrulline;Glyceric acid 1,3-biphosphate;Indolepyruvate;(S)-beta-Aminoisobutyric acid;7-Dehydrocholesterol;4-Aminobutyraldehyde;(±)-erythro-Isoleucine;Homogentisic acid;Ureidopropionic acid;Chenodeoxycholic acid;Testosterone;5-Hydroxykynurenine; Hydroxykynurenine;Porphobilinogen;neo-Inositol;muco-Inositol;epi-Inositol;scyllo-Inositol;Kynurenic acid;D-Glucose;alpha-D-Glucose;Pantetheine;Thymidine;Epinephrine;Histamine;19-Hydroxyandrost-4-ene-3,17-dione;Phosphoguanidinoacetate;O-Acetylserine;Cortolone;L-Cysteine;Lumisterol 3;Tetrahydrocortisol;Dehydroepiandrosterone;D-Fructose;3-Hydroxyanthranilic acid;Levoinositol;Glucosamine 6-phosphate;4-Aminobutanoic acid; gamma-Aminobutyric acid;L-Alanine;Glucose 6-phosphate; Glucose-6-Phosphate;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;L-Lysine;Hydantoin-5-propionic acid;3b,7a-Dihydroxy-5b-cholanoic acid;Creatine;Progesterone;cis-Inositol;Inosine;Xanthurenic acid;D-Glucose-6-Phosphate; Glucose 1-phosphate;Carbamoyl phosphate;D-Glutamine;L-Tyrosine; Tyrosine;Homocysteine;L-Gulose;Allose;L-3-Hydroxykynurenine;3alpha,16beta-Dihydroxyandrostenone;Adenosine monophosphate;L-Leucine;Dopamine;Choline;N-acetyl-S-(3-oxo-3-carboxy-n-propyl)cysteine;16a-Hydroxyandrost-4-ene-3,17-dione;Cytidine monophosphate;L-Phenylalanine; Phenylalanine;gamma-Glutamylcysteine;1-Pyrroline-5-carboxylic acid;allo-Inositol;D-chiro-Inositol;Fructose 6-phosphate; Fructose-6-Phosphate;Cytidine;3b-Allotetrahydrocortisol;Vitamin D3;L-Homoserine;Hypoxanthine;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;Uric acid;Betaine;N6-Acetyl-L-lysine;D-myo-Inositol 4-phosphate;Glutathione;L-Asparagine;Iodotyrosine;Arabinosylhypoxanthine;Cytosine;Spermine;L-Valine;L-Threonine;beta-D-Galactose;Adenine;L-Isoleucine;Guanine;N-Acetylglucosamine 6-phosphate;Arginine; L-Arginine;N-Acetylmannosamine-6P;Isoursodeoxycholic acid;Pregnanediol;Panthenol;Androstanedione;Indoleacetic acid;myo-Inositol;N-Acetyl-D-mannosamine 6-phosphate;3a,20b-Pregnanediol;Quinolinic acid;Gluconolactone;2'-Deoxyguanosine 5'-monophosphate;1-Pyrroline-4-hydroxy-2-carboxylate;Dolichyl phosphate D-mannose;D-Cysteine;6-Phosphogluconic acid;D-Lysine;Allantoin;S-Adenosylhomocysteine;Cho; Choline;cysteine; DL-Cysteine;3-HK; Hydroxykynurenine;D-Ala; D-Alanine;L-Leucine; Leucine;SARC; Sarcosine;Spermine; SPN;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;3-HAA; 3-Hydroxyanthranilic acid;O-P-Ser; O-phospho-L-serine; Phosphoserine;orotidine 5'-monophosphate; Orotidylic acid;alpha-D-glucosamine 6-phosphate; GlcN6P; Glucosamine 6-phosphate;TAU; Taurine;beta-D-glucose; D-Glucose;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;5alpha-androstane-3,17-dione; Androstanedione;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Phospho- guanidinoacetate; Phosphoguanidinoacetate;Cyt; Cytosine;Beta-D-Fructose 6-phosphate; Fructose-6-P;D-threo-isocitrate; IC;Gua; Guanine;(R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid; 3AIB;Erythro-4-hydroxy-L-glutamate(1-);3-Sulfinoalanine; CSA;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-Arginine;N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine; taurochenodeoxycholic acid; Taurochenodesoxycholic acid; TCDCA;Spermidine; SPM;AdoHcy; S-adenosyl-L-homocysteine; S-Adenosylhomocysteine;UIBA; Ureidoisobutyric acid;Ade; Adenine;3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic Acid; CDCA; Chenodeoxycholic acid;Glutathione; GSH;4-amino-butanoic acid; gamma-Aminobutyric acid; γ-aminobutyric acid;Creatine; CRET;GPETA; sn-glycero-3-Phosphoethanolamine;L-KYN; L-Kynurenine;b-Ala; beta-Alanine;5beta-androstane-3,17-dione; Etiocholanedione;(S)-dihydroorotate; 4,5-Dihydroorotic acid;pregn-4-ene-3,20-dione; Progesterone;Aspartate; L-Aspartic acid;bisulfite; HSO3-; hydrogensulfite;2S-Amino-3S-methylpentanoic acid; L-Isoleucine;IMP; Inosinic acid;Ins; myo-Inositol;17beta-hydroxyandrost-4-en-3-one; Testosterone;CMP; cytidine 5'-monophosphate; Cytidine monophosphate;D-Asp; D-Aspartic acid;Hyp; Hypoxanthine;3-hydroxy-L-kynurenine; 3HKYN; L-3-Hydroxykynurenine;L-galactono-1,4-lactone;O-Phosphoethanolamine; Phosphoethanolamine;Cysteine; L-Cysteine;Cyt-Rib; Cytidine;Ino; Inosine;CAP; Carbamoyl phosphate;3R-methyl-3,5-dihydroxy-pentanoic acid; Mevalonate; Mevalonic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;Dimethylglycine; DMGLY;cholest-5,24-dien-3beta-ol; Desmosterol;Thy-dRib; Thymidine;7-dehydroCHOL; 7-Dehydrocholesterol; cholesta-5,7-dien-3beta-ol;7,9-dihydro-1H-purine-2,6,8(3H)-trione; urate; Uric acid;Cysteineglutathione disulfide; GSSG;L-Tyrosine;alpha-D-Glucose; Glc;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;2-oxo-3-phenylpropanoate; keto-phenylpyruvate; kPPV;ChoP; phosphocholine; Phosphorylcholine;1D-myo-inositol 3-phosphate; D-myo-Inositol 3-phosphate; I3P;6-Hydroxysandoricin; tyrosine;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;D-Citrulline;DL-Glutamate; Glutamate;DA; Dopamine;5alpha-cholesta-8,24-dien-3beta-ol; zymosterol; Zymosterol intermediate 2;UPROP; Ureidopropionic acid;Hist; Histamine;1D-myo-inositol 1-phosphate; I1P; myo-Inositol 1-phosphate;1D-myo-inositol 4-phosphate; D-myo-Inositol 4-phosphate; I4P;DL-Asparagine;DL-Proline; proline;2-Amino-3-methylbutanoic acid; D-Valine; Valine;1D-chiro-inositol; CHI; D-chiro-Inositol;(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Panthenol; Pantothenol;3-(4-oxo-4,5-dihydro-1H-imidazol-5-yl)propanoic acid; 4-Imidazolone-5-propionic acid; 4I-5PROA;3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;1-pyrroline-3-hydroxy-5-carboxylate; Pyrroline hydroxycarboxylic acid;19-Hydroxytestosterone; IQ;5,6-dihydrothymine; Dihydrothymine;16a-Hydroxyandrost-4-ene-3,17-dione; 16alpha-hydroxyandrost-4-ene-3,17-dione;vanillyl mandelate; Vanillylmandelic acid;16a-hydroxydehydroepiandrosterone; 16a-Hydroxydehydroisoandrosterone; 3beta,16alpha-dihydroxy-5-androsten-17-one;L-4-Hydroxyglutamate semialdehyde;3-iodo-L-tyrosine; Iodotyrosine; MIT;D-Phenylalanine; Phe;alpha-D-galactose; D-Galactose; Gal;D-Fructose; Fructose;D-Kynurenine; Kynurenine;3beta-hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; DHEA;D-Mannose; Man;ADR; Epinephrine;(5Z,7E)-(3S)-9,10-seco-5,7,10(19)-cholestatrien-3-ol; calciol; VD3; Vitamin D3;arginine; DL-Arginine;G1P; Glucose 1-phosphate;3-(indol-3-yl)pyruvic acid; 3IN-PYRA; Indolepyruvate;2-Aminobenzoic acid; Anthranilic acid;4,5-Dihydroorotic acid; Dihydro-orotate;Pipecolic acid; PPCA;L-Arg; L-argininium(1+);(S)-b-aminoisobutyric acid; (S)-beta-Aminoisobutyric acid; 2S-methyl-3-amino-propanoic acid;Epinephrine; Oxidized-adrenal-ferredoxin;Aminoadipic acid; L-2-Aminoadipic  acid;2-amino-hexanedioic acid; Aminoadipic acid; L-2-Aminoadipic  acid;1-Pyrroline-5-carboxylic acid; 1PYR-5COOH;3-Phosphoserine; Phosphoserine;3-phospho-L-serine;D-Threonine;5beta-11-oxo-pregnane-3alpha, 11beta ,17, 20S, 21-tetrol; Cortolone;BET; Betaine;D-Glucose; Glucose;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Tagatose 6-phosphate;3beta,7beta-Dihydroxy-5beta-cholan-24-oic Acid; Isoursodeoxycholic acid;alloisoleucine; L-Alloisoleucine;N-acetyl-alpha-D-galactosamine 1-phosphate;Oxalosuccinate; Oxalosuccinic acid;2-amino-2-deoxy-D-glucopyranose; ADGP; Glucosamine;6-Phosphogluconic acid; 6P gluconate;(5-hydroxyindol-3-yl)acetaldehyde; 5-Hydroxyindoleacetaldehyde; 5HIALD;N-Acetyl-D-galactosamine 1-phosphate;D-Gulono-1,4-lactone;S-(-)-ureidoglycolate;Erythro-5-hydroxy-L-lysinium(1+);2,6-Diamino-5-hydroxyhexanoic acid; 5-hydroxylysine; 5HLYS;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;D-Gluconic acid, delta-lactone;17beta,19-dihydroxyandrost-4-en-3-one; w Hydroxy testosterone;5alpha-Pregnane-3alpha,20alpha-diol;3b,7a-Dihydroxy-5b-cholanoic acid; 3beta,7alpha-Dihydroxy-5beta-cholan-24-oic Acid;5a-Tetrahydrocortisol; 5alpha-Tetrahydrocortisol;Testosterone-d3;3alpha,7beta-Dihydroxy-5beta-cholan-24-oic Acid; Ursodeoxycholic acid;7-Dehydrocholesterol; cholesta-5,7-dien-3beta-ol;3beta-hydroxyandrost-5-en-17-one; Dehydroepiandrosterone;4-amino-butanoic acid; GABA; gamma-Aminobutyric acid;2S-Amino-3S-methylpentanoic acid; Isoleucine; L-Isoleucine;L-Lysine; Lysine;myo-Inositol; Myoinositol;2-amino-hexanedioic acid; Aminoadipic acid;3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic Acid; Chenodeoxycholic acid;Epitestosterone;Glutamine; L-Glutamine;Kynurenine; L-Kynurenine;L-Pipecolic acid;Hydroxykynurenine;(5Z,7E)-(3S)-9,10-seco-5,7,10(19)-cholestatrien-3-ol; Vitamin D3;L-Valine; valine;Citrulline;Carbamoyl phosphate; Carbamoylphosphate;Alanine; D-Alanine;D-myo-Inositol 4-phosphate; I4P;G6P; Glucose 6-phosphate;Glucose 1-phosphate;DL-O-Phosphoserine; phosphoserine;(R)-b-aminoisobutyric acid; (R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid;Dihydro-orotate; L-Dihydroorotic acid;3-amino-3-methyl-propionic acid; 3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;Panthenol; Pantothenol;5alpha-cholesta-8,24-dien-3beta-ol; Zymosterol intermediate 2;D-Mannose 1-phosphate; Man1P;D-myo-Inositol 3-phosphate; I3P;Cytidine 2',3'-cyclic phosphate; GSSG;Beta-Cortolone;5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium;(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid;Glutathionate(1-);6-phosphonatooxy-D-gluconate;CHI; D-chiro-Inositol;(2,3,4,5,6-Pentahydroxycyclohexyl) dihydrogen phosphate;Provitina;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Cytosine arabinose-5'-phosphate;16beta-Hydroxydehydroepiandrosterone;beta-D-Galactosamine;2,6-Diamino-5-hydroxyhexanoic acid; 5HLYS;Vidarabine phosphate;3,7-Dihydroxycholan-24-oic acid;[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;5beta-Pregnane-3alpha,20alpha-diol;Ara-HX;5alpha-Androstane-3,17-dione;Arabinofuranosylcytosine;beta-D-Glucose 1-phosphate;Cifostodine;Cysteine sulfinic acid;D-Fructofuranose;D-Gulose;D-Tyrosine; tyrosine;D-Valine; Valine;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;L-Thymidine;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);(3R,4R,5S,6R)-3,4,5,6-Tetrahydroxyoxepan-2-one;2-Aminoadipic acid; L-2-Aminoadipic  acid;delta-24-Cholesterol;N-gamma-Glutamylcysteine;2,3-dioxo-L-gulonate;2-oxo-3-phenylpropanoate; kPPV;3-ureido-isobutyrate; Ureidoisobutyric acid;4-maleyl-acetoacetate;5-phospho-alpha-D-ribose 1-diphosphate;bisulfite; HSO3-;D-mannose 6-phosphate;oxalosuccinate;Glucose;Pantothenol","Did not cluster"
"Nucleotide salvage","WP4082","wiki",0.00058812,17,46,0.03021463,0.94863641,"Inosinic acid;Pyrophosphate;Phosphate;Cytarabine;Deoxyribose 1-phosphate;Telbivudine;Thymidine;Inosine;Adenosine monophosphate;Cytidine monophosphate;Cytidine;Hypoxanthine;Arabinosylhypoxanthine;Adenine;Guanine;Ammonia;Deoxyinosine;2'-Deoxyguanosine 5'-monophosphate;Deoxyuridine;Adenosine monophosphate; AMP;Gua; Guanine;2'-deoxyuridine; Deoxyuridine; dU;Ade; Adenine;IMP; Inosinic acid;CMP; cytidine 5'-monophosphate; Cytidine monophosphate;Hyp; Hypoxanthine;Cyt-Rib; Cytidine;Ino; Inosine;Thy-dRib; Thymidine;Phosphate; Pi;Deoxyribose 1-phosphate; dRibP;2'-deoxyinosine; Deoxyinosine; dI;PPi; Pyrophosphate;Deoxyinosine; dI;2-deoxy-D-ribose-1P; Deoxyribose 1-phosphate;Cytosine arabinose-5'-phosphate;1-((2S,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;Vidarabine phosphate;Ara-HX;Arabinofuranosylcytosine;L-Thymidine;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;Avenanthramide K;5-phospho-alpha-D-ribose 1-diphosphate","3"
"Aspartate and asparagine metabolism","WP4979","wiki",0.00104712,11,25,0.04918481,1,"Taurine;beta-Alanine;3-Sulfinoalanine;Pyrophosphate;D-Aspartic acid;D-Asparagine;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;L-Asparagine;Ammonia;N-Acetyl-L-aspartic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;b-Ala; beta-Alanine;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;N-Acetyl-L-aspartic acid; NAA;DL-Asparagine;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate;Cysteine sulfinic acid;Avenanthramide K","Did not cluster"
"Methionine metabolism leading to sulfur amino acids and related disorders","WP4292","wiki",8.149e-05,12,23,0.00637974,0.13242625,"Taurine;Sarcosine;3-Sulfinoalanine;Pyrophosphate;Phosphate;Cysteine-S-sulfate;L-Cysteine;Allocystathionine;L-Cystathionine;Homocysteine;Adenosine monophosphate;Betaine;D-Cysteine;S-Adenosylhomocysteine;cysteine; DL-Cysteine;SARC; Sarcosine;TAU; Taurine;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;AdoHcy; S-adenosyl-L-homocysteine; S-Adenosylhomocysteine;Cystathionine; L-Cystathionine;Cysteine; L-Cysteine;Cystathione;Phosphate; Pi;Cysteine-S-sulfate; Sulphocysteine;PPi; Pyrophosphate;BET; Betaine;Vidarabine phosphate;Cysteine sulfinic acid","2"
"Glucose homeostasis","WP661","wiki",0.00015599,11,21,0.01068517,0.25285647,"L-Galactose;L-Alloisoleucine;D-Arginine;D-Mannose;D-Galactose;Citrulline; L-Citrulline;Hippuric acid;(±)-erythro-Isoleucine;D-Glucose;alpha-D-Glucose;L-Lysine;L-Tyrosine; Tyrosine;L-Gulose;Allose;L-Phenylalanine; Phenylalanine;Hypoxanthine;L-Valine;beta-D-Galactose;L-Isoleucine;Arginine; L-Arginine;D-Lysine;beta-D-glucose; D-Glucose;L-Arginine;N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine; taurochenodeoxycholic acid; Taurochenodesoxycholic acid; TCDCA;2S-Amino-3S-methylpentanoic acid; L-Isoleucine;Hyp; Hypoxanthine;L-Tyrosine;alpha-D-Glucose; Glc;6-Hydroxysandoricin; tyrosine;D-Citrulline;2-Amino-3-methylbutanoic acid; D-Valine; Valine;D-Phenylalanine; Phe;alpha-D-galactose; D-Galactose; Gal;D-Mannose; Man;arginine; DL-Arginine;L-Arg; L-argininium(1+);D-Glucose; Glucose;alloisoleucine; L-Alloisoleucine;2S-Amino-3S-methylpentanoic acid; Isoleucine; L-Isoleucine;L-Lysine; Lysine;L-Valine; valine;Citrulline;2-Methylhippuric acid;D-Gulose;D-Tyrosine; tyrosine;D-Valine; Valine;Glucose","1"
"Pyrimidine metabolism and related diseases","WP4225","wiki",4.79e-06,18,37,0.00093314,0.00783942,"beta-Alanine;3-Aminoisobutanoic acid;Cytarabine;4,5-Dihydroorotic acid;D-Aspartic acid;Dihydrothymine;Ureidoisobutyric acid;(R)-beta-Aminoisobutyric acid;Orotidylic acid;Telbivudine;Citrulline; L-Citrulline;(S)-beta-Aminoisobutyric acid;Ureidopropionic acid;Thymidine;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Carbamoyl phosphate;D-Glutamine;Cytidine monophosphate;Cytidine;D-Glutamic acid;Ammonia;Deoxyuridine;orotidine 5'-monophosphate; Orotidylic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;(R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid; 3AIB;2'-deoxyuridine; Deoxyuridine; dU;UIBA; Ureidoisobutyric acid;b-Ala; beta-Alanine;(S)-dihydroorotate; 4,5-Dihydroorotic acid;Aspartate; L-Aspartic acid;CMP; cytidine 5'-monophosphate; Cytidine monophosphate;D-Asp; D-Aspartic acid;Cyt-Rib; Cytidine;CAP; Carbamoyl phosphate;Thy-dRib; Thymidine;D-Citrulline;DL-Glutamate; Glutamate;UPROP; Ureidopropionic acid;3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;5,6-dihydrothymine; Dihydrothymine;4,5-Dihydroorotic acid; Dihydro-orotate;(S)-b-aminoisobutyric acid; (S)-beta-Aminoisobutyric acid; 2S-methyl-3-amino-propanoic acid;Glutamine; L-Glutamine;Citrulline;Carbamoyl phosphate; Carbamoylphosphate;(R)-b-aminoisobutyric acid; (R)-beta-Aminoisobutyric acid; 2R-methyl-3-amino-propanoic acid;Dihydro-orotate; L-Dihydroorotic acid;3-amino-3-methyl-propionic acid; 3-Aminoisobutanoic acid; 3-Aminoisobutyric acid;Cytosine arabinose-5'-phosphate;1-((2S,4S,5R)-4-Hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;Arabinofuranosylcytosine;L-Thymidine;Avenanthramide K;3-ureido-isobutyrate; Ureidoisobutyric acid;5-phospho-alpha-D-ribose 1-diphosphate","4"
"Role of carnosine in muscle contraction","WP4486","wiki",3.33e-06,9,11,0.00091353,0.00546451,"beta-Alanine;Homoanserine;Carnosine;Homocarnosine;Histamine;4-Aminobutanoic acid; gamma-Aminobutyric acid;Acetylcarnosine;Anserine;Carcinine;CARN; Carnosine;4-amino-butanoic acid; gamma-Aminobutyric acid; γ-aminobutyric acid;b-Ala; beta-Alanine;Hist; Histamine;4-amino-butanoic acid; GABA; gamma-Aminobutyric acid;N-Acetylcarnosine;beta-Alanyl-L-histidine","Did not cluster"
"Trans-sulfuration, one-carbon metabolism and related pathways","WP2525","wiki",8.66e-06,23,56,0.00142336,0.01415567,"Taurine;Sarcosine;O-Phosphoethanolamine;3-Sulfinoalanine;Dimethylglycine;Spermidine;L-alpha-Aminobutyric acid;Cysteineglutathione disulfide;Phosphoserine;D-alpha-Aminobutyric acid;5alpha-Tetrahydrocortisol;Phosphorylcholine;L-Cysteine;Tetrahydrocortisol;Allocystathionine;Glutamate; L-Glutamic acid;L-Cystathionine;Homocysteine;Choline;gamma-Glutamylcysteine;3b-Allotetrahydrocortisol;D-Glutamic acid;Betaine;Glutathione;Spermine;D-Cysteine;S-Adenosylhomocysteine;Pyroglutamic acid;Cho; Choline;cysteine; DL-Cysteine;SARC; Sarcosine;Spermine; SPN;O-P-Ser; O-phospho-L-serine; Phosphoserine;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3-Sulfinoalanine; CSA;N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine; taurochenodeoxycholic acid; Taurochenodesoxycholic acid; TCDCA;Spermidine; SPM;AdoHcy; S-adenosyl-L-homocysteine; S-Adenosylhomocysteine;Glutathione; GSH;Cystathionine; L-Cystathionine;O-Phosphoethanolamine; Phosphoethanolamine;Cysteine; L-Cysteine;Dimethylglycine; DMGLY;Cystathione;Cysteineglutathione disulfide; GSSG;ChoP; phosphocholine; Phosphorylcholine;OPRO; Pyroglutamic acid;DL-Glutamate; Glutamate;2R-amino-butanoic acid; D-alpha-Aminobutyric acid;(S)-2-Aminobutanoate; 2S-amino-butanoic acid; L-alpha-Aminobutyric acid;alpha-Aminobutyric acid;3-Phosphoserine; Phosphoserine;3-phospho-L-serine;BET; Betaine;5a-Tetrahydrocortisol; 5alpha-Tetrahydrocortisol;5-oxoproline; Pyroglutamic acid;2AB; 2S-amino-butanoic acid; L-alpha-Aminobutyric acid;DL-O-Phosphoserine; phosphoserine;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Cifostodine;Cysteine sulfinic acid;N-gamma-Glutamylcysteine","2"
"ALA oxylipin metabolism","WP5136","wiki",3.166e-05,9,13,0.00346943,0.05159831,"Linolenelaidic acid;alpha-Linolenic acid;12,13-Epoxy-9,15-octadecadienoic acid;(9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid;9Z,12Z,15Z-octadecatrienoic acid; alpha-Linolenic acid;13-HOTE; 13-OH-9Z,11E,15Z-octadecatrienoic acid;(+/-)-9,10-dihydroxy-12Z,15Z-octadecadienoic acid; 9,10-DiHODE;9(10)-EpODE; 9(10)-epoxy-12Z,15Z-octadecadienoic acid;15(16)-EpODE; 15(16)-epoxy-9Z,12Z-octadecadienoic acid;(+/-)-12,13-dihydroxy-9Z,15Z-octadecadienoic acid; 12,13-DiHODE;12(13)-EpODE; 12(13)-epoxy-9Z,15Z-octadecadienoic acid; A-12(13)-EpODE;(+/-)-15,16-dihydroxy-9Z,12Z-octadecadienoic acid; 15,16-DiHODE;9Z,12Z,15Z-octadecatrienoic acid; ALA; alpha-Linolenic acid;15,16-Epoxy-9,12-octadecadienoic acid;(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid;9(S)-HOTrE","Did not cluster"
"Tryptophan catabolism leading to NAD+ production","WP4210","wiki",0.00043561,11,23,0.02431611,0.7039415,"2-Aminobenzoic acid;2-Amino-3-carboxymuconic acid semialdehyde;L-Kynurenine;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein);D-Alanine;5-Hydroxykynurenine; Hydroxykynurenine;Kynurenic acid;3-Hydroxyanthranilic acid;L-Alanine;Xanthurenic acid;L-3-Hydroxykynurenine;Indoleacetic acid;Quinolinic acid;Niacinamide;3-HK; Hydroxykynurenine;D-Ala; D-Alanine;3-HAA; 3-Hydroxyanthranilic acid;(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein); Alanine;L-KYN; L-Kynurenine;NAM; Niacinamide; nicotinamide;3-hydroxy-L-kynurenine; 3HKYN; L-3-Hydroxykynurenine;D-Kynurenine; Kynurenine;2-Aminobenzoic acid; Anthranilic acid;Kynurenine; L-Kynurenine;Hydroxykynurenine;Alanine; D-Alanine","7"
